,prediction
1253,0.30602938
1623,0.7415811
12503,0.61993426
10280,0.5228641
16163,0.78291816
3137,0.6124816
11857,0.9663402
8915,0.3645808
12873,0.36140966
15933,0.67038524
16189,0.7948272
21127,0.6531318
7582,0.55142444
1718,0.6802961
21043,0.675795
4098,0.57020617
15935,0.62024826
15308,0.8803135
10110,0.2370765
15272,0.6226976
15350,0.57028586
9872,0.60526985
15849,0.55456525
13102,0.4692978
21195,0.6325136
1549,0.5152465
20800,0.63813794
13563,0.7977974
12161,0.44551277
14844,0.8953071
21623,0.5835234
19456,0.3631793
13056,0.8141393
12041,0.3593164
9114,0.95618534
3179,0.54092306
1525,0.62263525
21245,0.61919427
12250,0.35143775
9982,0.59400535
18500,0.68783844
21244,0.6737582
9352,0.30536184
4467,0.5585923
11832,0.6710054
4411,0.6655261
19406,0.79326266
12112,0.70870155
6615,0.7352714
12037,0.5398794
12050,0.14898151
2995,0.5277191
18371,0.75551564
18311,0.830737
6788,0.44336098
15163,0.7075194
13267,0.620903
18579,0.6193882
6366,0.9913161
605,0.52550834
11876,0.5004789
441,0.7502456
16106,0.79332626
4636,0.5437363
8872,0.78434116
4538,0.65493256
10577,0.26801935
18784,0.6349815
9683,0.76576126
4626,0.5628351
15298,0.34982175
3202,0.61841077
18533,0.3854944
12384,0.79743445
9250,0.2990043
15340,0.75031614
18307,0.71929634
18762,0.6778307
19078,0.69415444
16049,0.96482396
12913,0.4497086
21429,0.77001756
21330,0.6574779
8879,0.4472062
18973,0.56737995
1693,0.75948167
1498,0.7401683
17836,0.48421898
17916,0.5271479
18619,0.72034276
8985,0.13082795
3912,0.5724951
9764,0.23010771
9249,0.7687379
21200,0.7245665
15685,0.33985355
8966,0.15934782
13203,0.9127642
19502,0.78355104
8947,0.21931367
13547,0.98270345
9300,0.26112014
12506,0.19973333
6400,0.4990365
3438,0.4926058
1499,0.7585412
13126,0.4745766
13584,0.96134204
18095,0.6328776
3770,0.62829405
18937,0.3922056
6359,0.3177759
478,0.7139432
7629,0.19250356
13072,0.5332575
7561,0.9223029
4452,0.5530231
16452,0.45371172
10075,0.78995126
9735,0.13433242
9245,0.17845789
6562,0.3949114
9085,0.89337987
6006,0.6174927
10627,0.1647085
20739,0.55932206
17901,0.6060652
16149,0.94072884
9480,0.24450356
15699,0.9663625
12345,0.17119682
9907,0.53477967
3041,0.6660898
19044,0.50653607
6103,0.7816105
12811,0.31817734
12632,0.84530413
4629,0.6254773
7501,0.73967034
6115,0.1586384
16070,0.7506447
12591,0.77528995
16086,0.35386992
15438,0.84079117
1380,0.8169258
7341,0.40934235
7600,0.6532135
13362,0.42499232
21310,0.6501274
7146,0.6607225
4094,0.6347645
9753,0.70417815
6751,0.94662124
821,0.69931495
6020,0.7677338
7189,0.20331225
21190,0.6499494
9259,0.5452867
10254,0.11537543
9333,0.18462598
12755,0.6377963
10495,0.23049216
21338,0.662273
4594,0.5568873
7223,0.21916218
21249,0.6819581
16317,0.7675916
21004,0.61291623
16557,0.8837565
21012,0.55117357
12035,0.37162688
3210,0.62151843
16044,0.6669215
12460,0.4917442
3971,0.53391844
18466,0.49100596
390,0.75323814
1198,0.56368726
6417,0.9686859
868,0.77644444
3191,0.5492646
9449,0.78892547
21589,0.49121648
3169,0.6040441
135,0.6571437
4637,0.5327182
15802,0.5661071
10319,0.9244711
10069,0.2456144
16578,0.29905638
16014,0.23899414
21265,0.57534355
12295,0.7870943
18278,0.4023328
61,0.6944139
4689,0.56790906
21422,0.578275
21,0.7527201
8875,0.12915447
18980,0.30192935
8959,0.928136
16417,0.6310333
10106,0.12557577
18930,0.3499198
1557,0.6819184
9727,0.9937662
12614,0.5160207
6110,0.62745476
285,0.80909866
1657,0.65316576
6565,0.7049377
9095,0.5802678
8989,0.24080534
7199,0.39104736
13484,0.73838323
19000,0.74604464
12566,0.34855717
6926,0.9940341
10364,0.27763498
18868,0.79736453
203,0.67353374
15386,0.1808901
7302,0.71897143
18233,0.47013128
6881,0.58502054
1005,0.65769154
19231,0.5164347
10457,0.24566805
4451,0.59257877
4154,0.6337034
18241,0.71661454
17968,0.8032466
9476,0.97206724
13089,0.6698715
10283,0.7537552
16565,0.66455686
624,0.7124701
4664,0.43170556
963,0.6532592
15517,0.675944
7500,0.31025264
13294,0.7600627
8979,0.9799247
8980,0.35209504
16078,0.26079783
473,0.55405146
16437,0.7897808
15037,0.5484049
6030,0.9373955
15111,0.77357763
1449,0.76035005
19263,0.80516446
19512,0.81789505
10489,0.097641915
6194,0.97731656
3984,0.5892788
7208,0.36985758
3754,0.5226275
19507,0.73609716
196,0.669842
10014,0.11273258
6885,0.20827572
4053,0.5868397
13459,0.61146027
12089,0.15883115
20862,0.71787393
3719,0.5430959
6957,0.8818904
12172,0.30038297
12848,0.8476594
17910,0.86442435
13450,0.5806572
12578,0.29770342
12501,0.8741171
20853,0.56096894
9559,0.65383327
18168,0.78526044
13606,0.68540055
147,0.8057707
10058,0.62199837
4575,0.5996446
477,0.54920524
7622,0.8550028
8889,0.4773029
21465,0.6444685
9555,0.45616218
4692,0.6403393
15204,0.4351987
1210,0.7231051
48,0.7290899
16147,0.53399324
3309,0.6229108
16110,0.21329723
18253,0.42270494
13419,0.8855256
9339,0.6196032
16295,0.89007443
10504,0.70654225
656,0.68480474
6838,0.79810137
18915,0.8317185
15135,0.505719
10350,0.90213096
10264,0.79456645
15045,0.6030405
16218,0.6880956
9953,0.7369437
6908,0.66689944
7569,0.4725314
9350,0.23142001
6925,0.4577915
15803,0.3385941
453,0.7441924
7686,0.6495293
12124,0.6024965
3143,0.5190517
3850,0.49927294
19239,0.8409933
12793,0.78123534
12199,0.39542583
6327,0.83130836
7272,0.89500207
3510,0.5187124
3810,0.52415717
16136,0.938929
19356,0.62530893
981,0.66446275
9293,0.46527508
21022,0.61983734
14960,0.63246006
19447,0.67809296
6014,0.8838422
1353,0.79408646
13373,0.67528015
15382,0.9774761
6654,0.641993
20887,0.58863354
4435,0.5897296
3924,0.60027266
9672,0.24302013
4050,0.534093
10111,0.16728616
3932,0.68953216
7266,0.65292114
13367,0.2982037
6029,0.42240205
9423,0.98687625
15433,0.769387
12236,0.6856529
19360,0.77054626
21185,0.7314912
7247,0.3643285
7672,0.9379595
13235,0.4720125
18392,0.824829
15570,0.6326961
544,0.661105
9407,0.7366201
12612,0.92419565
6564,0.7174049
2994,0.5762583
9439,0.73324794
3345,0.5099551
7445,0.36682978
6750,0.24396574
7521,0.7826077
15344,0.9013921
9263,0.96568173
18907,0.8370263
3478,0.56038886
7141,0.2195288
7578,0.87698656
4577,0.5995375
1377,0.6632502
7419,0.7719184
6236,0.8081121
18774,0.43782198
15009,0.95111024
18338,0.8688752
12047,0.8430526
21255,0.60345817
9639,0.23326638
19071,0.6930366
19450,0.27142388
10511,0.3506272
3103,0.58199185
21301,0.37768096
7669,0.819553
17936,0.33669573
16135,0.3012777
1751,0.6978735
1504,0.6402149
17939,0.9292328
21135,0.627226
12022,0.5055601
18143,0.58052653
6124,0.8203872
15006,0.77934134
340,0.7234515
14952,0.28582874
4491,0.6214363
11914,0.40405124
1101,0.6015601
12122,0.46475837
4400,0.5912146
20981,0.71074337
16624,0.9276316
18795,0.49793434
3032,0.5983248
6737,0.3823443
18291,0.68577963
1713,0.6709306
18229,0.8806165
6071,0.6649618
6508,0.6474551
7685,0.83651596
12457,0.79944557
14898,0.82296246
1002,0.66560197
12898,0.639654
6876,0.5634389
3506,0.59161824
6199,0.294014
3201,0.4955516
18997,0.3201952
171,0.56069154
18175,0.8021352
551,0.7393357
7243,0.8022512
8869,0.37499186
9398,0.49026233
11852,0.5919126
16350,0.79027295
89,0.60942525
1535,0.58203167
15067,0.3511867
6774,0.3289744
15700,0.89288634
4076,0.60386634
9563,0.31469825
9409,0.45842254
9157,0.13298048
11940,0.531369
368,0.67721367
11951,0.6581933
18257,0.7753046
6499,0.39982867
14852,0.6284053
6741,0.96074826
6869,0.71882176
12419,0.6152075
18451,0.7493918
19357,0.5506301
9930,0.37762475
12773,0.46486264
1758,0.76057523
7690,0.6490426
18502,0.8099657
3107,0.7107612
12748,0.5127637
12921,0.41475752
16089,0.79904366
4621,0.60055536
4730,0.6558891
10477,0.9074186
3887,0.57421595
6525,0.47794992
12009,0.47804374
4063,0.6216066
11862,0.65358275
6296,0.33674836
4364,0.47778353
13129,0.935167
3083,0.5169248
6244,0.43611512
948,0.77744514
3729,0.53865886
6080,0.6521864
15717,0.348418
21567,0.62950325
18490,0.6513903
19554,0.52301854
7610,0.6186521
10101,0.993569
7496,0.28462657
12482,0.9704489
20907,0.6166382
6299,0.6799174
13133,0.49149403
18294,0.7263859
15266,0.58072233
12241,0.84372884
21604,0.60849154
17959,0.40619338
6021,0.49020663
9797,0.17373686
15603,0.7678897
1150,0.65013415
21000,0.7683678
12177,0.46225408
6762,0.96417946
9826,0.5917146
21594,0.6014371
13415,0.7141628
8982,0.34719774
14968,0.7047994
1510,0.69675523
21219,0.659849
757,0.7999793
13201,0.19098113
9425,0.80960864
9054,0.30847964
15835,0.9340181
21034,0.59590626
1125,0.71216685
6747,0.5414075
15615,0.7648445
867,0.5848633
7115,0.93112093
21531,0.70728284
14865,0.81596524
19307,0.8217045
18453,0.7444008
474,0.44772694
12181,0.5558512
1771,0.7187568
3501,0.6628009
12538,0.9688751
1467,0.82566947
3002,0.56549
18538,0.6159076
10180,0.095806696
691,0.5425021
9695,0.119658016
21005,0.66688794
10144,0.46969774
19375,0.7372365
1455,0.68911207
10155,0.79534984
3374,0.60913706
19111,0.6152654
13286,0.73921025
3573,0.6069331
21094,0.7570506
9212,0.6659692
9810,0.43841287
7203,0.34269968
3842,0.59013164
10237,0.83915687
9077,0.27195928
4084,0.63830394
3377,0.50826627
9751,0.2869171
3427,0.52752393
10591,0.5184275
4554,0.59334666
3160,0.59545314
15619,0.70276815
3294,0.585166
19296,0.6808769
461,0.67982113
31,0.7895328
13324,0.42743057
1018,0.8072797
17853,0.67616445
1056,0.65810174
13456,0.96871156
11961,0.30714533
8994,0.13463096
15053,0.89279634
9115,0.6615924
17935,0.5650784
9043,0.6516264
7546,0.97931045
1291,0.69606316
15716,0.53123003
12997,0.76781523
16227,0.36746445
1132,0.6610779
7443,0.5312709
7216,0.6864373
16200,0.41318953
10266,0.46756646
6086,0.40081653
12621,0.24518931
19553,0.7372892
18827,0.711107
3816,0.53874254
12262,0.5111737
17979,0.57531846
10208,0.96673936
4276,0.55338085
13398,0.6967278
8950,0.52782583
6618,0.44159633
17942,0.7309703
10513,0.53153956
753,0.6098034
543,0.7016165
15505,0.31734222
4168,0.5274225
9376,0.46875307
9873,0.7982975
9123,0.20920825
4463,0.7278961
16593,0.3583511
21599,0.71933115
10127,0.91706395
11900,0.86890626
18038,0.8375805
16395,0.78222495
16377,0.6162662
9819,0.47958592
18648,0.80725384
12078,0.32645962
4057,0.5736853
826,0.78073204
12228,0.72652966
12541,0.5120612
970,0.82951754
6532,0.76283187
6704,0.6962417
13443,0.48311284
19558,0.52091855
1370,0.7205404
3632,0.46153033
1046,0.7090818
12740,0.5799885
21221,0.5893985
1155,0.7143083
15406,0.12085604
18404,0.63700056
6954,0.1720325
3088,0.5364362
1609,0.7657161
12537,0.7550182
18458,0.710759
648,0.44848958
11954,0.9099544
7415,0.9082626
7517,0.35728037
10589,0.96183056
18693,0.5827471
1625,0.6661761
4346,0.5259529
12326,0.67071825
3732,0.5247523
3974,0.38461116
9524,0.37101343
3075,0.6747268
9125,0.14332725
13039,0.5559604
7671,0.16625595
4445,0.59938174
517,0.7068531
6225,0.858187
9655,0.12728852
3285,0.5279274
6326,0.31076425
9859,0.8227176
9746,0.3687782
21624,0.5293307
19005,0.574867
19170,0.6403448
21322,0.60986006
6877,0.8860844
21136,0.61765313
18000,0.86427134
9021,0.65546465
15727,0.4683162
6971,0.60496825
6353,0.91841036
10235,0.2167658
3829,0.66131246
18549,0.88910145
14928,0.59083825
13361,0.85524315
1763,0.8467616
12685,0.59270114
364,0.8362199
3920,0.69253975
16011,0.54051185
12530,0.9439769
646,0.63673633
18778,0.9040581
15153,0.4789513
1764,0.7213856
21259,0.6567257
6721,0.7420927
6259,0.68612874
1345,0.74466556
3000,0.5205819
19372,0.8136468
19207,0.8948936
21507,0.59235305
19382,0.6682555
4720,0.56731284
16381,0.7334715
10137,0.13284874
12807,0.95274746
12602,0.34259257
6984,0.5240097
6749,0.44934538
19521,0.51156783
260,0.6685253
7450,0.6732134
9441,0.95687205
232,0.788922
15524,0.7815989
7090,0.23311715
4740,0.6115909
14910,0.6791813
9712,0.2558344
511,0.6119767
7129,0.98629063
1687,0.7758268
18595,0.470998
21607,0.7288444
13030,0.8267865
14868,0.79564667
20722,0.6575599
4747,0.7144407
6089,0.7335
616,0.64366126
68,0.7641718
16113,0.14268264
12623,0.50517464
13048,0.7191093
12210,0.61329997
637,0.6416078
15341,0.88156664
15977,0.65355426
15567,0.5155385
9573,0.590523
13164,0.38226244
13042,0.25487903
19364,0.78952086
21288,0.7277437
20929,0.58077836
4607,0.45969892
12987,0.96681947
16476,0.5921446
1279,0.7206254
9975,0.7542613
18097,0.8398591
16280,0.65125644
1459,0.63879424
9321,0.46795917
13332,0.26417968
17993,0.7828671
8941,0.990978
10450,0.8855963
1201,0.8215623
7034,0.9050004
9320,0.46496445
20911,0.6696487
6395,0.400397
6343,0.5271583
18620,0.6795663
126,0.6318611
7217,0.94069105
15592,0.8956738
12203,0.63913006
4372,0.57727337
4293,0.607983
907,0.7054644
1738,0.60656464
16611,0.7450226
19096,0.8280445
16390,0.9591876
15733,0.20336121
18854,0.6443536
16199,0.6604807
6361,0.6855555
6382,0.31510088
18817,0.82016546
15697,0.81093967
8929,0.34120506
18080,0.46024078
9690,0.12402928
6612,0.2201849
320,0.6453274
6496,0.40069044
10077,0.12644029
15187,0.61481744
7619,0.9744974
18999,0.59066635
6605,0.38615915
1782,0.68502414
6555,0.34934416
15658,0.9172899
8892,0.4328192
16450,0.35106263
4506,0.57548034
9195,0.28805488
4024,0.15552866
12897,0.4659812
4569,0.5699161
12532,0.6373959
15728,0.26978725
11926,0.374733
19028,0.6032742
3347,0.6373164
987,0.66617936
4172,0.65329576
1118,0.7389598
11913,0.46957153
10272,0.3644312
12468,0.78652155
3170,0.5218214
997,0.8053362
15201,0.45159143
4055,0.64801604
3502,0.554154
4522,0.5168949
4146,0.53436935
462,0.7441512
16505,0.959913
15106,0.6215969
3138,0.59545887
15666,0.36619234
223,0.70974123
263,0.7876943
7543,0.95485204
480,0.6506684
3432,0.5973611
3564,0.61862725
4139,0.69252044
14846,0.8148289
7364,0.8056164
17897,0.799967
20805,0.57860214
8939,0.8987191
13607,0.8819117
19116,0.6657286
19479,0.6604261
6139,0.49592716
1293,0.63567096
21333,0.5607161
15147,0.698971
695,0.7010769
353,0.4324631
10072,0.800698
18663,0.62820154
18114,0.6902222
6470,0.7911079
4546,0.75197273
20876,0.58414584
21537,0.6326473
12525,0.69816786
10339,0.28673452
21146,0.6206054
857,0.54037565
924,0.6813576
15039,0.40683603
9404,0.18886073
18394,0.681348
16419,0.89292026
6308,0.9573915
15049,0.720048
3341,0.5717474
4140,0.4320603
10556,0.49585533
6429,0.41336656
6760,0.82337195
18865,0.6343868
18288,0.5833314
3270,0.5938745
17888,0.8080891
18322,0.7634988
3989,0.57128924
19436,0.35365477
17887,0.85157436
13158,0.817744
15329,0.90529233
12343,0.982443
18098,0.8501569
3883,0.17316346
12399,0.5599952
253,0.5584897
218,0.6662111
4242,0.5552048
10334,0.42347372
3939,0.6186541
13112,0.73992383
13088,0.35541052
4165,0.734358
4191,0.3440638
10259,0.46411103
4573,0.5999325
6833,0.3833947
15075,0.2866026
10263,0.29180473
21071,0.6261472
1219,0.6753445
3700,0.66098595
15264,0.8448671
960,0.5826681
9974,0.12508488
1361,0.8351097
15168,0.93574244
1224,0.75939345
21049,0.6061153
6284,0.96825856
21251,0.5765007
6319,0.60607564
7283,0.38560754
12606,0.29560393
21491,0.7247536
21529,0.64139795
15489,0.811205
623,0.58564216
1509,0.66818714
18102,0.46839088
9138,0.63707167
9203,0.08444961
21509,0.6843642
16151,0.5741103
4126,0.69731563
15336,0.7964273
13377,0.50659055
15284,0.7506392
3927,0.5571919
15873,0.59378123
14981,0.70586693
19001,0.69261414
4189,0.50338054
12298,0.46416372
10190,0.26741755
3608,0.58809924
8885,0.8907675
7385,0.40826187
7318,0.49908176
20935,0.5761449
1245,0.71205384
18816,0.73427725
13445,0.6856888
3657,0.62180907
15355,0.5412692
12912,0.33822298
21389,0.18975638
19434,0.46771538
15774,0.8858732
12953,0.23420292
14860,0.88837415
18633,0.6469837
9939,0.51092577
18557,0.71957177
19098,0.75697607
11991,0.73666155
1328,0.7495975
19334,0.8079633
10093,0.85119814
16158,0.61111367
1526,0.76491004
4241,0.6579711
15472,0.57101345
12265,0.4449606
1442,0.47766426
14972,0.9493625
4171,0.6300464
1126,0.71973795
12003,0.7989805
15258,0.23769306
9116,0.6863094
13423,0.6333685
10526,0.28510118
3367,0.6654964
9656,0.28863415
1769,0.6960338
9732,0.4073013
13284,0.43977773
16124,0.9030732
4336,0.52660346
4149,0.5729066
3557,0.56590223
16304,0.9458456
7102,0.5027596
13029,0.4691334
311,0.70309645
4127,0.59695405
18485,0.6145488
15535,0.58492965
9091,0.6920931
16371,0.88400865
4693,0.49929824
6135,0.4549425
19179,0.8845211
18782,0.6492794
4457,0.57094365
12278,0.57834446
1355,0.69261974
19208,0.7751782
21292,0.6029706
12507,0.5293676
21111,0.6392733
16591,0.33380985
6160,0.7241793
10109,0.30181155
15758,0.738061
7449,0.7538261
6790,0.6477749
9600,0.7669332
4005,0.6223759
4433,0.6137013
9497,0.3911631
166,0.7704968
15815,0.6292121
18932,0.7476458
6589,0.43405482
13514,0.7361297
429,0.7571155
6282,0.9673911
1185,0.70890075
21542,0.6558447
14956,0.93636465
1424,0.7943917
6916,0.42294174
18183,0.72914606
4645,0.553968
14849,0.6988076
9578,0.753297
328,0.7020148
12957,0.90873694
21198,0.6142174
15275,0.40708485
6298,0.34637308
12073,0.3424192
4386,0.54135925
10547,0.89361006
19217,0.7557167
21126,0.5763365
18503,0.7376066
11953,0.28910357
12996,0.4402585
3136,0.58175033
18550,0.5942872
9790,0.28172067
6839,0.37970546
12303,0.63378507
7066,0.6140391
18899,0.7303878
9567,0.956788
19509,0.43774956
3006,0.5863159
4466,0.42470837
9242,0.33439106
9701,0.21033858
12657,0.6256207
18463,0.45950595
13334,0.9883596
18831,0.79307634
7104,0.4557127
19163,0.6609077
15721,0.91374844
9332,0.52457464
9186,0.38130063
6316,0.5907566
7332,0.5855273
3556,0.24260283
836,0.68295544
3854,0.5382384
6918,0.41755375
3213,0.60137993
15723,0.69729424
15961,0.6471415
12360,0.81140536
21539,0.7546016
12494,0.6077993
12307,0.65036744
10636,0.29470006
1565,0.7025486
991,0.50352156
18357,0.77029264
19458,0.6154427
7537,0.5623109
18279,0.79079217
18153,0.9180842
18225,0.68748486
10248,0.08753392
1400,0.6707079
3023,0.5400186
9769,0.1468171
15627,0.18972272
716,0.702523
6486,0.5244431
12645,0.70417446
8965,0.6263076
10520,0.48289764
7421,0.34111592
6690,0.7904171
3291,0.6251353
18535,0.35761937
19482,0.7872849
15320,0.9311294
19545,0.7360054
15181,0.9703785
3862,0.655079
16204,0.63031834
1495,0.58539486
1359,0.7840583
12132,0.82397383
12781,0.6151203
12176,0.28090504
3535,0.5241174
8973,0.9693516
18245,0.43153024
21026,0.6359479
6959,0.67095506
15030,0.840177
12899,0.5815122
12692,0.9491548
4249,0.57363254
15742,0.8072831
4749,0.50348794
6890,0.5662199
9651,0.42996785
13227,0.82008225
7131,0.904794
20748,0.5472646
16132,0.90671265
1433,0.6694375
15760,0.6946221
18074,0.6403442
21294,0.5217209
3349,0.5536642
6547,0.37105823
669,0.70774114
7549,0.712054
6693,0.6520724
16002,0.27240372
3545,0.59026587
18407,0.7964171
880,0.7433534
3813,0.49672222
1709,0.69497067
13317,0.52868706
18632,0.75464016
1204,0.79250586
97,0.71090937
18260,0.589074
12693,0.9700684
16240,0.5735729
12276,0.8281389
9603,0.7956412
4566,0.53609896
9901,0.71861607
12046,0.25772825
10013,0.82871556
7291,0.6608496
16411,0.89194214
18547,0.33010584
8998,0.64319456
18355,0.40337735
12513,0.97329617
3218,0.55778825
9570,0.58495957
1098,0.6932366
14935,0.5546112
4182,0.5663935
18983,0.8014807
7447,0.51475346
19312,0.6814184
19338,0.62699085
6269,0.33638075
6475,0.36570713
16292,0.6900392
15280,0.37025955
9029,0.7628777
12833,0.56442815
6978,0.17074308
6599,0.8121116
7367,0.32279068
8863,0.12639482
9986,0.9790892
19241,0.8220269
4624,0.65516645
20728,0.6645842
7347,0.41960126
13548,0.58055776
9759,0.2395099
10365,0.09916288
40,0.6152125
16207,0.6880185
7491,0.9400634
6287,0.85346
13609,0.611025
6198,0.9437343
4010,0.69960725
13619,0.7433377
4509,0.3679926
9394,0.23718943
4597,0.51757693
825,0.57788974
8921,0.48962077
19324,0.7084534
7313,0.7904456
9179,0.12589857
3899,0.57381546
12556,0.63118505
9132,0.9291495
7156,0.47890013
6763,0.6289804
4233,0.5895568
6892,0.43532127
20944,0.5993409
4562,0.690381
12005,0.54272854
21140,0.308898
9092,0.123309776
21544,0.6526176
10314,0.5537943
9579,0.120366305
15983,0.8287661
10255,0.20525776
10473,0.8582462
10565,0.14045487
7148,0.5781911
18987,0.6953707
9864,0.3626946
18912,0.75576687
19542,0.65752274
15428,0.61321855
16305,0.65144676
16138,0.6525661
12727,0.7062541
21297,0.5010434
12810,0.9803939
1435,0.7827126
7570,0.5958785
16612,0.68610257
10018,0.12483916
7641,0.86198723
1533,0.51759744
21079,0.61123025
12708,0.45437503
17991,0.81299376
21463,0.48685494
4001,0.5890513
7659,0.56837213
10240,0.24819812
4488,0.58244336
10523,0.6977647
16580,0.5222829
21392,0.60826117
4661,0.673457
3944,0.63286465
1172,0.63164496
6048,0.80470926
12372,0.82495177
18330,0.36039925
6803,0.566465
3786,0.62461627
1787,0.6141147
16082,0.93855643
20874,0.4734847
9540,0.11657931
9182,0.5315547
16341,0.8590364
13455,0.74885976
6320,0.38031736
1597,0.7911873
9488,0.103846036
16402,0.5005
21308,0.6868035
13066,0.13758916
13222,0.4897184
7494,0.50848746
9175,0.87995726
9016,0.8849606
6692,0.6616738
4777,0.5449119
9374,0.24255405
16346,0.7940125
12484,0.58222735
4570,0.49372458
8977,0.6716781
15047,0.7319027
15732,0.37717876
3100,0.5057246
7135,0.26062363
7422,0.23109964
3085,0.4043207
7558,0.464545
15397,0.93161374
3575,0.5674987
18796,0.74328315
18049,0.6747522
1745,0.7725966
12368,0.8847734
9553,0.7909125
12704,0.7380778
4487,0.55737233
10351,0.8881774
7428,0.9960306
15345,0.8693665
13143,0.6897752
10293,0.90151006
1711,0.65211195
4298,0.52465045
4774,0.5332627
3825,0.63971865
12690,0.75067186
16560,0.9078654
9902,0.2559555
3256,0.50712276
17881,0.56371117
12237,0.36648324
13418,0.83977616
15498,0.86981654
18298,0.59904176
10498,0.62147164
18414,0.34117213
13092,0.31419572
9161,0.91550905
12739,0.5754649
3005,0.2892724
15337,0.8773617
10382,0.5087636
13291,0.59919894
18599,0.7588578
9308,0.22488824
9742,0.18239528
9069,0.93957204
18479,0.8859389
9222,0.885362
19462,0.8202681
4299,0.5161538
4727,0.5367181
10531,0.16296366
12672,0.7750339
19537,0.4017865
13105,0.47166705
12952,0.44075176
9090,0.2065334
350,0.6521028
9637,0.08127953
9861,0.7140773
4235,0.5576658
7127,0.5809347
9782,0.5415315
9155,0.071134046
4614,0.56091714
6902,0.34246206
6345,0.68005955
7545,0.91854185
4151,0.5082429
18489,0.74790895
131,0.79300314
4759,0.52824765
12451,0.35143727
18518,0.5715741
10580,0.9814104
18955,0.6714813
18504,0.24436225
8995,0.6060633
10482,0.14888906
21058,0.6023205
6176,0.38928077
9041,0.17127654
18353,0.7446936
15741,0.5352815
19200,0.73027086
1341,0.7958614
3373,0.5668458
15571,0.31993565
1530,0.6648946
19377,0.5886193
4770,0.58471936
21470,0.5564998
14915,0.7015535
12143,0.24961525
13345,0.86776185
13107,0.57850873
15132,0.5488942
16235,0.87992525
12815,0.45040187
12211,0.70843637
270,0.7248468
15775,0.73765457
15730,0.34232274
15735,0.32458544
7358,0.4687293
15916,0.8698505
9498,0.09284555
21411,0.5018872
7485,0.49271286
12780,0.7289111
428,0.6092518
4438,0.6055146
6873,0.75604
10441,0.45484027
12412,0.40107957
10217,0.29393426
7238,0.52058697
6699,0.8053488
11968,0.53025186
6189,0.3108407
18381,0.60552603
7452,0.6486827
4494,0.5781788
15460,0.77409476
20756,0.5909125
9813,0.6369113
3838,0.59241974
8871,0.18238117
17992,0.35823762
13094,0.4250709
7679,0.60465366
13269,0.63005507
9891,0.3961165
15628,0.7282221
15206,0.6115041
459,0.718438
6732,0.86354303
16283,0.34192273
843,0.64722353
16432,0.20447223
18752,0.59714526
15180,0.9179324
4609,0.6438381
3025,0.5583189
9787,0.47880876
10261,0.22928002
18848,0.8320896
3624,0.63085663
12497,0.8951898
18601,0.8502473
9159,0.19371836
13223,0.49226436
7258,0.40100148
18350,0.53483576
69,0.58891445
12731,0.23403269
4465,0.6306757
13213,0.9813207
17868,0.78667194
15442,0.6387152
6887,0.22781578
12517,0.8500375
8895,0.93444747
13538,0.76330787
18819,0.7218783
418,0.78876346
9403,0.6224582
18418,0.5905889
13371,0.93022066
6598,0.29743674
3851,0.58634686
21009,0.5524279
18170,0.7876969
9150,0.36917475
12102,0.8058948
18892,0.6880757
4049,0.61137635
299,0.6742871
12300,0.4518343
703,0.7304407
4752,0.56324
12464,0.49000674
3474,0.62904614
18107,0.48040995
9003,0.945786
3398,0.616832
125,0.45701605
12949,0.54266787
12273,0.88880175
3578,0.5803678
6062,0.34452194
733,0.48822364
4137,0.6443042
11981,0.44985986
6159,0.5566974
7294,0.5874859
9768,0.3015398
19033,0.51063895
7647,0.54116994
12698,0.7190278
19270,0.84853977
9760,0.9797935
9807,0.1399468
13082,0.13743754
9654,0.34059802
18096,0.75539815
4192,0.5836895
4142,0.536389
19499,0.8290863
17998,0.7691941
20716,0.56875396
4603,0.5878711
15764,0.7817139
16416,0.898631
21410,0.70225567
7022,0.7139182
7011,0.36457568
6238,0.22790572
15860,0.476946
16212,0.88241214
10212,0.37627977
10417,0.6266085
6169,0.8698948
19297,0.7500287
3295,0.5117815
13630,0.63112974
18025,0.70007974
13618,0.657986
4106,0.5668763
18239,0.30495557
14923,0.7972345
10515,0.7047881
6641,0.34917012
19273,0.81534207
7580,0.47867745
100,0.62816226
3323,0.6116199
3911,0.53369486
13600,0.33988518
9415,0.08463919
15695,0.7398693
15528,0.40647265
1129,0.7248311
13232,0.8706866
3450,0.5566011
6643,0.7887319
12454,0.93167025
12714,0.20739412
13413,0.20907943
14963,0.8826495
12383,0.64608884
1196,0.67447805
3753,0.5539816
10564,0.98385495
12703,0.50951684
6161,0.58783984
10400,0.13562153
3892,0.56920856
13065,0.31064793
7465,0.41574124
18863,0.7187551
398,0.76924443
3059,0.54662794
18926,0.86476624
12993,0.6801741
7339,0.62291557
1599,0.65099126
21055,0.5375743
3082,0.4921124
211,0.51578605
10329,0.26942846
10592,0.99134374
1015,0.73685294
3470,0.5989694
15783,0.9196192
21388,0.6345879
18821,0.8636047
3112,0.5578414
15333,0.7204436
145,0.7610606
17896,0.62125397
13464,0.9374391
21513,0.5909536
360,0.600545
4612,0.81116503
10120,0.48620436
638,0.6680589
4620,0.64429426
14878,0.6013556
19214,0.5751227
18246,0.7752119
7155,0.8197389
21364,0.593306
14888,0.50844586
18559,0.77994287
16080,0.7531742
